icon,datetime,temp,windspeed,preciptype,description
rain,2016-07-09,28.4,21.7,rain,Partly cloudy throughout the day with rain.
partly-cloudy-day,2016-07-10,26.5,26,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-07-11,25.8,19.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-07-12,26.2,21.6,--,Partly cloudy throughout the day.
rain,2016-07-13,27.5,19.6,rain,Partly cloudy throughout the day with rain.
partly-cloudy-day,2016-07-14,29.8,30.4,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2016-07-15,29.3,23.2,--,Partly cloudy throughout the day.
rain,2016-07-16,27.3,27,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2016-07-17,27,16.2,rain,Becoming cloudy in the afternoon with morning rain.
rain,2016-07-18,27.6,23.2,rain,Partly cloudy throughout the day with rain.
partly-cloudy-day,2016-07-19,27.4,28.3,--,Partly cloudy throughout the day.
rain,2016-07-20,25.6,17.5,rain,Becoming cloudy in the afternoon with rain clearing later.
partly-cloudy-day,2016-07-21,26.8,21.3,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2016-07-22,28.6,24.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-07-23,31.5,21.6,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2016-07-24,31,17.7,--,Becoming cloudy in the afternoon.
rain,2016-07-25,31.8,28.1,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2016-07-26,30.8,20,rain,Partly cloudy throughout the day with early morning rain.
rain,2016-07-27,30.6,15.3,rain,Partly cloudy throughout the day with morning rain.
rain,2016-07-28,28.9,24.9,rain,Partly cloudy throughout the day with rain.
rain,2016-07-29,27.4,21.6,rain,Partly cloudy throughout the day with rain clearing later.
rain,2016-07-30,27.3,30.2,rain,Partly cloudy throughout the day with rain.
rain,2016-07-31,27.3,23,rain,Partly cloudy throughout the day with rain.
partly-cloudy-day,2016-08-01,28.1,21,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-08-02,27.4,21.7,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-08-03,24.9,15.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-08-04,25.1,14.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-08-05,25.1,19.8,--,Partly cloudy throughout the day.
rain,2016-08-06,27.2,17.5,rain,Partly cloudy throughout the day with a chance of rain throughout the day.
partly-cloudy-day,2016-08-07,27.6,19.3,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2016-08-08,25.6,28.7,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-08-09,23.9,12.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-08-10,29,31,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-08-11,30.5,25.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-08-12,31.2,26.8,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2016-08-13,32,30.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-08-14,32.1,26.8,--,Becoming cloudy in the afternoon.
rain,2016-08-15,28.8,22.2,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2016-08-16,28.8,25.3,rain,Partly cloudy throughout the day with rain clearing later.
rain,2016-08-17,29.8,21.7,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2016-08-18,27.7,18,rain,Partly cloudy throughout the day with rain clearing later.
partly-cloudy-day,2016-08-19,28.2,17.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-08-20,28,18.2,--,Becoming cloudy in the afternoon.
rain,2016-08-21,26.3,23.5,rain,Partly cloudy throughout the day with rain.
partly-cloudy-day,2016-08-22,25.1,23.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-08-23,24.1,15.6,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2016-08-24,24.7,20.1,--,Partly cloudy throughout the day.
rain,2016-08-25,26.2,20,rain,Partly cloudy throughout the day with morning rain.
partly-cloudy-day,2016-08-26,29.9,20.9,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2016-08-27,29.1,23.1,--,Partly cloudy throughout the day.
rain,2016-08-28,27,17.2,rain,Clearing in the afternoon with late afternoon rain.
partly-cloudy-day,2016-08-29,27.8,13.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-08-30,27.6,19.3,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2016-08-31,27.4,21.3,--,Partly cloudy throughout the day.
rain,2016-09-01,25.1,23.1,rain,Partly cloudy throughout the day with rain.
rain,2016-09-02,23.6,22.4,rain,Partly cloudy throughout the day with early morning rain.
rain,2016-09-03,23.6,36.7,rain,Partly cloudy throughout the day with afternoon rain.
partly-cloudy-day,2016-09-04,23.6,21.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-09-05,24.4,19.8,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2016-09-06,27.6,34.1,--,Partly cloudy throughout the day.
rain,2016-09-07,27.3,19.1,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2016-09-08,29.1,24.5,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2016-09-09,29.9,18.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-09-10,29.2,25.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-09-11,27.1,30.7,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-09-12,23.7,15.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-09-13,25.4,23,--,Clearing in the afternoon.
partly-cloudy-day,2016-09-14,27.1,17.7,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-09-15,23,26,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-09-16,21.8,19.4,--,Partly cloudy throughout the day.
cloudy,2016-09-17,23.6,17.8,--,Cloudy skies throughout the day.
partly-cloudy-day,2016-09-18,25.8,23.3,--,Partly cloudy throughout the day.
rain,2016-09-19,24,20.1,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
cloudy,2016-09-20,23.6,19.6,--,Cloudy skies throughout the day.
cloudy,2016-09-21,24.9,16.2,--,Cloudy skies throughout the day.
partly-cloudy-day,2016-09-22,24.7,15.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-09-23,24.5,14.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-09-24,22.1,21.5,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-09-25,18.9,19.2,--,Becoming cloudy in the afternoon.
rain,2016-09-26,19.7,22.6,rain,Cloudy skies throughout the day with late afternoon rain.
rain,2016-09-27,20.5,14.4,rain,Partly cloudy throughout the day with rain clearing later.
rain,2016-09-28,19.7,21.5,rain,Partly cloudy throughout the day with rain.
rain,2016-09-29,20.3,38.1,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2016-09-30,17.9,26.8,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2016-10-01,18.3,21.7,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2016-10-02,20.3,10.6,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2016-10-03,20.9,21,--,Clearing in the afternoon.
partly-cloudy-day,2016-10-04,18.4,24.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-10-05,17.8,23,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-10-06,18,17.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-10-07,19.2,19.1,--,Partly cloudy throughout the day.
rain,2016-10-08,18.9,21.4,rain,Cloudy skies throughout the day with rain.
rain,2016-10-09,16.4,50.2,rain,Clearing in the afternoon with a chance of rain throughout the day.
clear-day,2016-10-10,13.8,28.3,--,Clear conditions throughout the day.
partly-cloudy-day,2016-10-11,13.4,13.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-10-12,15.1,10.9,--,Partly cloudy throughout the day.
rain,2016-10-13,16.5,23.2,rain,Partly cloudy throughout the day with morning rain.
partly-cloudy-day,2016-10-14,14,23.2,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2016-10-15,14.6,17.5,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-10-16,16.7,21.9,--,Clearing in the afternoon.
partly-cloudy-day,2016-10-17,20.3,17.1,--,Partly cloudy throughout the day.
clear-day,2016-10-18,21.4,17.8,--,Clear conditions throughout the day.
partly-cloudy-day,2016-10-19,23.4,16,--,Partly cloudy throughout the day.
rain,2016-10-20,23.6,21.6,rain,Partly cloudy throughout the day with early morning rain.
rain,2016-10-21,19.9,27.9,rain,Partly cloudy throughout the day with afternoon rain.
rain,2016-10-22,13.2,40.2,rain,Partly cloudy throughout the day with rain in the morning and afternoon.
partly-cloudy-day,2016-10-23,13.7,27,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2016-10-24,16.2,30.5,--,Partly cloudy throughout the day.
clear-day,2016-10-25,12.4,32.6,--,Clear conditions throughout the day.
partly-cloudy-day,2016-10-26,10.2,15.7,--,Partly cloudy throughout the day.
rain,2016-10-27,13.6,20,rain,Partly cloudy throughout the day with rain.
partly-cloudy-day,2016-10-28,13.6,41,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-10-29,14.7,23,--,Becoming cloudy in the afternoon.
rain,2016-10-30,19.2,26.9,rain,Partly cloudy throughout the day with rain.
partly-cloudy-day,2016-10-31,13.5,26.7,--,Partly cloudy throughout the day.
cloudy,2016-11-01,12.4,16.4,--,Cloudy skies throughout the day.
rain,2016-11-02,16.2,12.8,rain,Partly cloudy throughout the day with morning rain.
rain,2016-11-03,19.9,26.2,rain,Partly cloudy throughout the day with morning rain.
partly-cloudy-day,2016-11-04,15.3,25.1,--,Partly cloudy throughout the day.
clear-day,2016-11-05,12.9,16.2,--,Clear conditions throughout the day.
partly-cloudy-day,2016-11-06,14.6,29.3,--,Partly cloudy throughout the day.
clear-day,2016-11-07,10.5,19.1,--,Clear conditions throughout the day.
rain,2016-11-08,11.7,17.6,rain,Becoming cloudy in the afternoon with afternoon rain.
rain,2016-11-09,13.7,32.3,rain,Cloudy skies throughout the day with rain in the morning and afternoon.
partly-cloudy-day,2016-11-10,11.4,30.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-11-11,13.1,36.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-11-12,7,27.9,--,Partly cloudy throughout the day.
clear-day,2016-11-13,8,14.3,--,Clear conditions throughout the day.
partly-cloudy-day,2016-11-14,8.8,12.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-11-15,12.4,16.3,--,Partly cloudy throughout the day.
rain,2016-11-16,11.5,21.7,rain,Partly cloudy throughout the day with afternoon rain.
clear-day,2016-11-17,11.6,22.5,--,Clear conditions throughout the day.
clear-day,2016-11-18,12.1,10.9,--,Clear conditions throughout the day.
rain,2016-11-19,11,49.2,rain,Becoming cloudy in the afternoon with rain.
rain,2016-11-20,5.1,47.4,rain,Partly cloudy throughout the day with rain.
partly-cloudy-day,2016-11-21,4.1,33.5,--,Clearing in the afternoon.
partly-cloudy-day,2016-11-22,5.1,30.5,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2016-11-23,6.1,13.9,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2016-11-24,9.5,9.1,--,Partly cloudy throughout the day.
cloudy,2016-11-25,9.9,12.9,--,Cloudy skies throughout the day.
partly-cloudy-day,2016-11-26,8.4,31.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-11-27,7.2,22.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-11-28,6.9,20,--,Partly cloudy throughout the day.
rain,2016-11-29,12.7,24.3,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2016-11-30,16,19.6,rain,Cloudy skies throughout the day with rain.
rain,2016-12-01,12.2,28.9,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2016-12-02,8.6,30.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-12-03,7.4,29.3,--,Becoming cloudy in the afternoon.
rain,2016-12-04,5.9,19.6,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2016-12-05,8.2,21.7,rain,Partly cloudy throughout the day with early morning rain.
rain,2016-12-06,6.5,26.9,rain,Cloudy skies throughout the day with rain.
partly-cloudy-day,2016-12-07,7.5,23.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-12-08,5.5,31.2,--,Partly cloudy throughout the day.
clear-day,2016-12-09,1.1,29.4,--,Clear conditions throughout the day.
partly-cloudy-day,2016-12-10,0.4,25.7,--,Partly cloudy throughout the day.
cloudy,2016-12-11,1.5,23.5,--,Cloudy skies throughout the day.
rain,2016-12-12,8.1,25.6,rain,Partly cloudy throughout the day with rain clearing later.
cloudy,2016-12-13,5.9,16.6,--,Cloudy skies throughout the day.
partly-cloudy-day,2016-12-14,5.5,23.9,--,Partly cloudy throughout the day.
rain,2016-12-15,-2.5,49.5,"rain, snow",Partly cloudy throughout the day with rain or snow in the morning and afternoon.
partly-cloudy-day,2016-12-16,-5,21.2,--,Partly cloudy throughout the day.
snow,2016-12-17,1.2,26.9,"rain, snow",Partly cloudy throughout the day with rain or snow in the morning and afternoon.
rain,2016-12-18,10.1,59.1,rain,Partly cloudy throughout the day with rain.
partly-cloudy-day,2016-12-19,0.9,25.3,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-12-20,-0.5,12.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2016-12-21,3.2,13.8,--,Partly cloudy throughout the day.
rain,2016-12-22,7.2,39.7,rain,Clearing in the afternoon with late afternoon rain.
partly-cloudy-day,2016-12-23,3.9,21.2,--,Partly cloudy throughout the day.
rain,2016-12-24,6,20.5,rain,Partly cloudy throughout the day with a chance of rain throughout the day.
partly-cloudy-day,2016-12-25,5.6,12.9,--,Partly cloudy throughout the day.
cloudy,2016-12-26,5.9,22.1,--,Cloudy skies throughout the day.
partly-cloudy-day,2016-12-27,14.2,31.4,--,Partly cloudy throughout the day.
clear-day,2016-12-28,7.3,31,--,Clear conditions throughout the day.
rain,2016-12-29,5.6,24.3,rain,Partly cloudy throughout the day with rain clearing later.
rain,2016-12-30,3.5,43.2,rain,Partly cloudy throughout the day with afternoon rain.
partly-cloudy-day,2016-12-31,4.1,41,--,Partly cloudy throughout the day.
partly-cloudy-day,2017-01-01,7.8,20.4,--,Partly cloudy throughout the day.
rain,2017-01-02,6.3,18,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2017-01-03,6.8,14.6,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2017-01-04,8.5,25.7,rain,Partly cloudy throughout the day with rain.
partly-cloudy-day,2017-01-05,1.1,18,--,Partly cloudy throughout the day.
partly-cloudy-day,2017-01-06,-0.3,25.2,"rain, snow",Partly cloudy throughout the day.
snow,2017-01-07,-4.7,36.5,snow,Partly cloudy throughout the day with afternoon snow.
clear-day,2017-01-08,-6.8,36.5,--,Clear conditions throughout the day.
partly-cloudy-day,2017-01-09,-6,23.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2017-01-10,-0.9,36.8,--,Partly cloudy throughout the day.
rain,2017-01-11,7.5,28.7,rain,Partly cloudy throughout the day with rain.
rain,2017-01-12,16.2,44.9,rain,Partly cloudy throughout the day with a chance of rain throughout the day.
partly-cloudy-day,2017-01-13,11.7,34.3,--,Partly cloudy throughout the day.
snow,2017-01-14,2.6,17.2,"rain, snow",Cloudy skies throughout the day with a chance of rain or snow throughout the day.
partly-cloudy-day,2017-01-15,5.1,16.6,--,Partly cloudy throughout the day.
rain,2017-01-16,5.2,14.6,rain,Cloudy skies throughout the day with late afternoon rain.
rain,2017-01-17,7.3,21.3,rain,Partly cloudy throughout the day with a chance of rain throughout the day.
rain,2017-01-18,10.5,30.2,rain,Partly cloudy throughout the day with morning rain.
partly-cloudy-day,2017-01-19,8.2,19.8,--,Partly cloudy throughout the day.
rain,2017-01-20,6.8,14.6,rain,Partly cloudy throughout the day with afternoon rain.
rain,2017-01-21,9,12.4,rain,Partly cloudy throughout the day with rain.
rain,2017-01-22,9.3,21.6,rain,Cloudy skies throughout the day with rain.
rain,2017-01-23,7,50.9,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2017-01-24,6.5,35.3,rain,Partly cloudy throughout the day with rain.
rain,2017-01-25,10.5,25.5,rain,Clear conditions throughout the day with morning rain.
rain,2017-01-26,10.5,47.1,rain,Partly cloudy throughout the day with rain.
rain,2017-01-27,5.3,33.1,rain,Partly cloudy throughout the day with morning rain.
partly-cloudy-day,2017-01-28,4.3,28.5,--,Partly cloudy throughout the day.
partly-cloudy-day,2017-01-29,4.5,19.2,--,Partly cloudy throughout the day.
rain,2017-01-30,1.5,29.2,"rain, snow",Partly cloudy throughout the day with a chance of rain or snow throughout the day.
partly-cloudy-day,2017-01-31,5.3,26.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2017-02-01,5.8,17,--,Partly cloudy throughout the day.
partly-cloudy-day,2017-02-02,6.5,27,--,Partly cloudy throughout the day.
partly-cloudy-day,2017-02-03,2,29.3,--,Partly cloudy throughout the day.
partly-cloudy-day,2017-02-04,0.1,28.7,--,Partly cloudy throughout the day.
partly-cloudy-day,2017-02-05,5.2,24.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2017-02-06,7.6,19.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2017-02-07,14.8,31.3,--,Partly cloudy throughout the day.
rain,2017-02-08,16.6,29,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2017-02-09,3,52.4,"rain, snow",Partly cloudy throughout the day with a chance of rain or snow throughout the day.
partly-cloudy-day,2017-02-10,-0.5,32.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2017-02-11,7.1,21.9,--,Partly cloudy throughout the day.
rain,2017-02-12,9.4,32.5,rain,Partly cloudy throughout the day with afternoon rain.
